hyponym	1
mosquito.n.01	46f6
echinops.n.01	46f7
riser.n.01	46f8
genus_clematis.n.01	46f9
wale.n.02	46fa
self-love.n.02	46fb
raise.v.25	46fc
panencephalitis.n.01	46fd
subacute_sclerosing_panencephalitis.n.01	46fe
pygoscelis.n.01	46ff
work-study_program.n.01	4700
pholis.n.01	4701
access.n.06	4702
kidney_disease.n.01	4703
nephritis.n.01	4704
specify.v.04	4705
crouch.v.01	4706
huddle.v.02	4707
snowflake.n.01	4708
pedaliaceae.n.01	4709
strombidae.n.01	470a
polarize.v.02	470b
intonation.n.01	470c
monotone.n.01	470d
refractoriness.n.01	470e
pop.n.03	470f
medical_procedure.n.01	4710
groenlandia.n.01	4711
unhorse.v.01	4712
filming.n.01	4713
heelbone.n.01	4714
move.n.02	4715
pine_vole.n.01	4716
make-believe.n.02	4717
fighter.n.02	4718
chamomile.n.01	4719
zingiber.n.01	471a
resignation.n.03	471b
abjurer.n.01	471c
stump.n.01	471d
butchery.n.02	471e
hook.n.07	471f
dieffenbachia.n.01	4720
cabinet.n.01	4721
debit.v.01	4722
charge.v.09	4723
shot.n.16	4724
tapioca.n.01	4725
amphipod.n.01	4726
beach_flea.n.01	4727
viverra.n.01	4728
stir.v.02	4729
store.v.02	472a
warehouse.v.01	472b
mangosteen.n.01	472c
special_forces.n.01	472d
class.n.05	472e
holly.n.01	472f
otology.n.01	4730
repel.v.01	4731
capitalize.v.01	4732
perturbation.n.02	4733
variation.n.08	4734
toy_dog.n.01	4735
squirrelfish.n.02	4736
rumex.n.01	4737
ziziphus.n.01	4738
tourism.n.01	4739
heterotrichales.n.01	473a
menstrual_cycle.n.01	473b
adalia.n.02	473c
piece.n.01	473d
snip.n.01	473e
gallus.n.02	473f
kamikaze.n.02	4740
kilobit.n.01	4741
chaperon.n.01	4742
duenna.n.01	4743
parliament.n.01	4744
bear.v.04	4745
neurotoxin.n.01	4746
potbelly.n.02	4747
appropriator.n.01	4748
immobilization.n.02	4749
south_african.n.01	474a
jacket.n.01	474b
swallow-tailed_coat.n.01	474c
step.n.03	474d
olive.n.04	474e
engraving.n.02	474f
prickle.v.03	4750
aloofness.n.02	4751
tick.n.02	4752
hard_tick.n.01	4753
cryptomeria.n.01	4754
flank.n.01	4755
exchange.n.08	4756
barter.n.01	4757
wobble.n.01	4758
vacation.n.01	4759
vac.n.01	475a
historian.n.01	475b
mescal.n.02	475c
set_up.v.04	475d
service_door.n.01	475e
seclusion.n.02	475f
aythya.n.01	4760
lane.n.02	4761
seaway.n.01	4762
motivation.n.02	4763
recall.v.05	4764
sea_eagle.n.02	4765
ern.n.01	4766
elops.n.01	4767
charmer.n.02	4768
devilize.v.01	4769
ural-altaic.n.01	476a
make.v.02	476b
femtometer.n.01	476c
waw.n.01	476d
pancreatic_duct.n.01	476e
hypopigmentation.n.01	476f
clear.v.02	4770
devil.n.02	4771
succubus.n.01	4772
zebra.n.01	4773
muster.v.01	4774
oxaprozin.n.01	4775
append.v.01	4776
annex.v.02	4777
malodorousness.n.01	4778
opportunist.n.01	4779
hustler.n.02	477a
thing.n.08	477b
selfishness.n.01	477c
opportunism.n.01	477d
menstruate.v.01	477e
ecumenical_council.n.01	477f
spiritualty.n.01	4780
income.n.01	4781
fault.n.04	4782
strike-slip_fault.n.01	4783
enclosure.n.01	4784
yard.n.09	4785
podocarpus.n.01	4786
blueberry.n.02	4787
officer.n.04	4788
luck.n.03	4789
scurrility.n.01	478a
bull.n.04	478b
convulse.v.03	478c
whip.v.03	478d
drupelet.n.01	478e
raspberry.n.02	478f
wince.n.01	4790
relatedness.n.01	4791
manatee.n.01	4792
danaid.n.01	4793
monarch.n.02	4794
output.n.04	4795
accompaniment.n.01	4796
background.n.05	4797
baked_goods.n.01	4798
pastry.n.02	4799
indenture.v.01	479a
relegation.n.02	479b
turbulence.n.01	479c
rip.n.03	479d
cypriot.n.01	479e
cartilaginous_tube.n.01	479f
vitamin_k.n.01	47a0
analyst.n.02	47a1
bacterial_toxin.n.01	47a2
botulin.n.01	47a3
course_of_lectures.n.01	47a4
rag.v.06	47a5
air_force_intelligence_surveillance_and_reconnaissance.n.01	47a6
typify.v.01	47a7
ring.n.06	47a8
church_service.n.01	47a9
originality.n.01	47aa
pollack.n.03	47ab
butane.n.01	47ac
embody.v.02	47ad
body.v.01	47ae
accipiter.n.01	47af
sunroof.n.01	47b0
chrism.n.01	47b1
anti-american.n.01	47b2
listera.n.01	47b3
organic.n.01	47b4
manure.n.01	47b5
pull_out.v.01	47b6
twiddler.n.01	47b7
blow.v.14	47b8
till.v.01	47b9
hoe.v.01	47ba
townee.n.01	47bb
privacy.n.02	47bc
relinquishment.n.01	47bd
giving_up.n.01	47be
stooper.n.02	47bf
sitka_willow.n.01	47c0
genus_pteropogon.n.01	47c1
liquefaction.n.01	47c2
anagasta.n.01	47c3
rearguard.n.01	47c4
critic.n.01	47c5
art_critic.n.01	47c6
cercidiphyllum.n.01	47c7
fortunella.n.01	47c8
francoa.n.01	47c9
martyr.n.01	47ca
pairing.n.02	47cb
dependability.n.01	47cc
reproducibility.n.01	47cd
hedeoma.n.01	47ce
neuroglia.n.01	47cf
oligodendroglia.n.01	47d0
partake.v.03	47d1
registrant.n.01	47d2
latitude.n.04	47d3
vena_cava.n.01	47d4
tansy.n.01	47d5
iodine.n.01	47d6
hydrophyllaceae.n.01	47d7
amphitheater.n.02	47d8
jacket.n.04	47d9
nationalism.n.04	47da
frozen_dessert.n.01	47db
philosophize.v.01	47dc
formulation.n.03	47dd
lower.v.04	47de
prison.n.01	47df
fringe_benefit.n.01	47e0
gratuity.n.01	47e1
rule.n.04	47e2
celebrant.n.01	47e3
reveler.n.01	47e4
cellulose.n.01	47e5
lac.n.01	47e6
qi.n.01	47e7
metallurgy.n.01	47e8
sphecius.n.01	47e9
gorilla.n.01	47ea
narthecium.n.01	47eb
sedimentary_rock.n.01	47ec
ichneumon_fly.n.01	47ed
steatornis.n.01	47ee
predestine.v.03	47ef
excess.n.02	47f0
overplus.n.01	47f1
muridae.n.01	47f2
blinker.n.01	47f3
attainment.n.01	47f4
boojum_tree.n.01	47f5
neuroepithelium.n.01	47f6
observation.n.03	47f7
ornithorhynchidae.n.01	47f8
metrification.n.02	47f9
tulipwood.n.02	47fa
toiler.n.01	47fb
influence.v.01	47fc
blackmail.v.01	47fd
flagellum.n.02	47fe
safety_belt.n.01	47ff
sample_distribution.n.01	4800
stratified_sample.n.01	4801
evening.n.02	4802
flash.v.08	4803
yacht.v.01	4804
south_american.n.01	4805
parsley_haw.n.01	4806
crossing.n.05	4807
link.n.02	4808
bridge.n.08	4809
tense.v.04	480a
stretch.v.02	480b
immoderation.n.01	480c
biter.n.01	480d
beneficiate.v.01	480e
turmeric.n.01	480f
writhe.v.01	4810
wrench.v.02	4811
thaw.n.02	4812
refinish.v.01	4813
festuca.n.01	4814
injury.n.02	4815
medical_center.n.01	4816
scullery.n.01	4817
femur.n.01	4818
module.n.03	4819
colorimeter.n.01	481a
rape.n.02	481b
belladonna.n.01	481c
statute_book.n.01	481d
travel.v.05	481e
squirt.v.01	481f
extravasate.v.01	4820
tuberculariaceae.n.01	4821
mousse.v.01	4822
enlist.v.03	4823
philanthropy.n.01	4824
peanut.n.01	4825
parlor_car.n.01	4826
man's_clothing.n.01	4827
brace.n.06	4828
cleistes.n.01	4829
pondweed.n.01	482a
get_worse.v.01	482b
saxicola.n.01	482c
tissue.n.02	482d
psychic_energy.n.01	482e
incitement.n.03	482f
aberrance.n.01	4830
eagle.n.01	4831
golden_eagle.n.01	4832
carbonate.v.02	4833
spot.v.04	4834
splotch.v.01	4835
succumb.v.02	4836
plantaginaceae.n.01	4837
staff.n.03	4838
common_ginger.n.01	4839
accredit.v.01	483a
farming.n.01	483b
arboriculture.n.01	483c
history.n.01	483d
furnariidae.n.01	483e
intercapitular_vein.n.01	483f
regularity.n.02	4840
evenness.n.02	4841
riddle.v.05	4842
tremella_reticulata.n.01	4843
paradoxical_sleep.n.01	4844
genus_epiphyllum.n.01	4845
uplift.v.02	4846
domestic_fowl.n.01	4847
guinea_fowl.n.01	4848
alprazolam.n.01	4849
absorption.n.02	484a
confusion.n.01	484b
strap.v.04	484c
illiterate.n.01	484d
vertebrate_foot.n.01	484e
star_anise.n.01	484f
mention.n.01	4850
meet.v.04	4851
alliaria.n.01	4852
tilefish.n.02	4853
foreign_service.n.01	4854
aphyllophorales.n.01	4855
jig.v.01	4856
rivet.v.02	4857
beardless_iris.n.01	4858
cut_out.v.02	4859
amorousness.n.02	485a
bull's_eye.n.02	485b
unfitness.n.01	485c
comet.n.01	485d
vesicaria.n.01	485e
'hood.n.01	485f
melissa.n.01	4860
enteric_bacteria.n.01	4861
escherichia.n.01	4862
hit.n.01	4863
slops.n.02	4864
dial_telephone.n.01	4865
genus_plasmodium.n.01	4866
zooplankton.n.01	4867
pedant.n.01	4868
temple_orange.n.01	4869
jaw.n.02	486a
trump.v.01	486b
cobia.n.01	486c
double-check.v.01	486d
harness.n.02	486e
attraction.n.04	486f
enemy.n.01	4870
roulade.n.02	4871
edible_seed.n.01	4872
exorcist.n.02	4873
tibeto-burman.n.01	4874
kachin.n.01	4875
slave.n.01	4876
bond_servant.n.01	4877
street_fighter.n.02	4878
cyamopsis.n.01	4879
dab.n.02	487a
thrift.n.01	487b
locomotive.n.01	487c
cross-examination.n.01	487d
brace.n.01	487e
skeg.n.01	487f
deform.v.04	4880
hot_cereal.n.01	4881
guard.n.05	4882
foliate.v.02	4883
tadalafil.n.01	4884
fetal_membrane.n.01	4885
umbilical_cord.n.01	4886
date.v.03	4887
tinamiformes.n.01	4888
chard.n.01	4889
fatherland.n.01	488a
old_country.n.01	488b
bustle.v.01	488c
geographic_point.n.01	488d
indulgence.n.02	488e
invaginate.v.02	488f
intussuscept.v.01	4890
flaw.v.01	4891
lithophragma.n.01	4892
simple_eye.n.01	4893
dichotomize.v.01	4894
utility.n.06	4895
barley.n.02	4896
habit.n.03	4897
flourish.n.05	4898
infielder.n.01	4899
third_baseman.n.01	489a
bite.v.02	489b
nettle.v.01	489c
dress.v.14	489d
zone.n.03	489e
timekeeper.n.01	489f
bicycle_seat.n.01	48a0
ground_pine.n.01	48a1
nausea.n.01	48a2
marketing.n.02	48a3
bridle.n.02	48a4
cercopithecus.n.01	48a5
respiratory_system.n.01	48a6
farm_machine.n.01	48a7
harvester.n.02	48a8
chronology.n.03	48a9
pale.v.01	48aa
top.v.08	48ab
rob.v.01	48ac
impound.v.01	48ad
society.n.04	48ae
suggestion.n.04	48af
granuloma_inguinale.n.01	48b0
western_saxifrage.n.01	48b1
blatta.n.01	48b2
lepidopterous_insect.n.01	48b3
butterfly.n.01	48b4
hatiora.n.01	48b5
citify.v.01	48b6
indirect_tax.n.01	48b7
duty.n.03	48b8
pelecanidae.n.01	48b9
jumping_mouse.n.01	48ba
collect.v.04	48bb
deliver.v.11	48bc
serve.v.14	48bd
establishmentarianism.n.01	48be
burn.v.10	48bf
barbiturate.n.01	48c0
soy_sauce.n.01	48c1
dill_seed.n.01	48c2
butt_joint.n.01	48c3
cowage.n.02	48c4
genus_indri.n.01	48c5
storage_space.n.01	48c6
cache.n.01	48c7
genus_allamanda.n.01	48c8
disappoint.v.01	48c9
disenchant.v.01	48ca
counterpart.n.02	48cb
stairs.n.01	48cc
ladder.n.01	48cd
sarda.n.01	48ce
balderdash.n.01	48cf
interconnection.n.01	48d0
elegy.n.01	48d1
differ.v.01	48d2
sphenopsida.n.01	48d3
rhizophoraceae.n.01	48d4
refurbish.v.01	48d5
anaerobe.n.01	48d6
lepas.n.01	48d7
majority.n.03	48d8
shedding.n.01	48d9
relieve.v.01	48da
marsilea.n.01	48db
skidder.n.01	48dc
ambloplites.n.01	48dd
relax.v.05	48de
electronic_warfare.n.01	48df
underseller.n.01	48e0
dynamiter.n.01	48e1
racism.n.02	48e2
preoccupy.v.01	48e3
haunt.v.02	48e4
parietal_lobe.n.01	48e5
harassment.n.01	48e6
genus_glossina.n.01	48e7
sequence.v.02	48e8
order_of_the_purple_heart.n.01	48e9
staghorn_fern.n.01	48ea
common_staghorn_fern.n.01	48eb
smashing.n.01	48ec
gas_turbine.n.01	48ed
cookie_sheet.n.01	48ee
shire.n.01	48ef
chionanthus.n.01	48f0
spoilsport.n.01	48f1
derail.v.02	48f2
cub.n.02	48f3
excitability.n.02	48f4
leptodactylus.n.01	48f5
fortune_cookie.n.01	48f6
zoroastrianism.n.01	48f7
eulogist.n.01	48f8
nanometer.n.01	48f9
east_chadic.n.01	48fa
scandentia.n.01	48fb
underact.v.01	48fc
pokeweed.n.01	48fd
spirit.n.02	48fe
coach.v.01	48ff
dendroaspis.n.01	4900
ceramics.n.01	4901
centropomidae.n.01	4902
dye.n.01	4903
fluorescein.n.01	4904
erg.n.01	4905
advice_and_consent.n.01	4906
toller.n.01	4907
cassia.n.03	4908
painted_greenling.n.01	4909
pan.n.04	490a
clearing.n.02	490b
whitewash.n.03	490c
pregnancy.n.01	490d
parity.n.01	490e
crumb.n.03	490f
bed_linen.n.01	4910
feed.v.07	4911
military_science.n.01	4912
lull.v.01	4913
purple_saxifrage.n.01	4914
herring.n.02	4915
common_pond-skater.n.01	4916
boswell.n.02	4917
inflation.n.04	4918
sissoo.n.01	4919
dating.n.01	491a
propagate.v.08	491b
bulletproof_vest.n.01	491c
cipher.n.04	491d
whippersnapper.n.01	491e
favorableness.n.01	491f
auspiciousness.n.01	4920
jay.n.02	4921
triangle.n.01	4922
equilateral_triangle.n.01	4923
salt.n.04	4924
lesquerella.n.01	4925
sponge_cake.n.01	4926
ovulen.n.01	4927
voice.v.02	4928
snap.n.05	4929
notonecta.n.01	492a
pulsatilla.n.01	492b
epipremnum.n.01	492c
iodinate.v.01	492d
dominate.v.02	492e
telephone.n.02	492f
lymantriid.n.01	4930
browntail.n.01	4931
pump.v.07	4932
pulmonary_vein.n.01	4933
scaphiopus.n.01	4934
aggression.n.05	4935
intravenous_anesthetic.n.01	4936
urethra.n.01	4937
intersperse.v.01	4938
chaw.v.01	4939
pholidota.n.01	493a
nitrosomonas.n.01	493b
procyclidine.n.01	493c
border.v.04	493d
celery.n.01	493e
timing.n.01	493f
grin.v.01	4940
reduce.v.18	4941
styracaceae.n.01	4942
chemical_phenomenon.n.01	4943
crystallization.n.01	4944
encrust.v.02	4945
sliver.v.03	4946
lizardfish.n.01	4947
slagheap.n.01	4948
red_gum.n.03	4949
regency.n.03	494a
arabic.n.01	494b
feng_shui.n.01	494c
gravel.n.01	494d
panic_grass.n.01	494e
reveal.v.03	494f
aglet.n.01	4950
escape_hatch.n.01	4951
pediocactus.n.01	4952
dress_suit.n.01	4953
orbit.n.01	4954
play.n.14	4955
germinate.v.03	4956
compare.v.01	4957
distinguished_conduct_medal.n.01	4958
majority_rule.n.01	4959
zeus.n.02	495a
quantitative_analysis.n.01	495b
plumbaginaceae.n.01	495c
road_sense.n.01	495d
mailer.n.02	495e
retort.v.01	495f
potion.n.01	4960
heaver.n.02	4961
cripple.n.01	4962
ordnance_survey.n.01	4963
verticil.n.01	4964
spin.n.01	4965
musicianship.n.01	4966
touch.v.11	4967
scindapsus.n.01	4968
cream.v.01	4969
fedora.n.01	496a
tolbutamide.n.01	496b
sickle-cell_anemia.n.01	496c
rheum.n.02	496d
tentorium.n.01	496e
dragonhead.n.01	496f
bushel.n.02	4970
rarefy.v.03	4971
bundle_off.v.01	4972
polyester.n.03	4973
chelonia.n.01	4974
maxostoma.n.01	4975
leadership.n.02	4976
dance.v.01	4977
sweet_pepper.n.01	4978
examen.n.01	4979
decrease.n.02	497a
optical_instrument.n.01	497b
binoculars.n.01	497c
mossy_saxifrage.n.01	497d
housecleaning.n.02	497e
schoolteacher.n.01	497f
zanthoxylum.n.01	4980
white_sauce.n.01	4981
phensuximide.n.01	4982
desert.n.01	4983
unambiguity.n.01	4984
dementia.n.01	4985
presenile_dementia.n.01	4986
employment.n.03	4987
stamp.v.08	4988
unionization.n.01	4989
tayassuidae.n.01	498a
touch.n.02	498b
appellate_court.n.01	498c
circuit_court_of_appeals.n.01	498d
disassortative_mating.n.01	498e
cowberry.n.01	498f
langur.n.01	4990
interest.n.01	4991
concern.n.01	4992
passage.n.01	4993
rate.n.02	4994
basis.n.03	4995
float.n.06	4996
dissonance.n.03	4997
scartella.n.01	4998
dumbbell.n.02	4999
excommunication.n.01	499a
crooner.n.01	499b
teeter.v.01	499c
improvidence.n.01	499d
tripleurospermum.n.01	499e
wintergreen.n.03	499f
incumbency.n.03	49a0
quartet.n.05	49a1
cardinalship.n.01	49a2
elasmobranch.n.01	49a3
supernumerary.n.02	49a4
refute.v.02	49a5
pragmatism.n.01	49a6
gibbsite.n.01	49a7
indigo.n.02	49a8
nitrify.v.01	49a9
chop-suey_greens.n.02	49aa
thyrotropin-releasing_hormone.n.01	49ab
striker.n.05	49ac
head.n.29	49ad
fossilize.v.01	49ae
murder_conviction.n.01	49af
miracle.n.02	49b0
transfiguration.n.02	49b1
tin.n.01	49b2
enrollee.n.01	49b3
heme.n.01	49b4
oryx.n.01	49b5
elodea.n.01	49b6
siamese_cat.n.01	49b7
osteostracan.n.01	49b8
tennis.n.01	49b9
common_broom.n.01	49ba
blackout.n.02	49bb
berating.n.01	49bc
falcon.v.01	49bd
depute.v.02	49be
autumn_crocus.n.01	49bf
americana.n.01	49c0
pattern.n.05	49c1
essay.n.02	49c2
flare.v.01	49c3
clatter.v.01	49c4
architectonics.n.01	49c5
hypocapnia.n.01	49c6
well.n.01	49c7
foreign_country.n.01	49c8
mystification.n.02	49c9
depletion.n.01	49ca
stretching.n.01	49cb
cycadofilicales.n.01	49cc
impairment.n.04	49cd
pholadidae.n.01	49ce
troop.n.04	49cf
reserve.n.02	49d0
bank.n.05	49d1
commercialize.v.02	49d2
formulation.n.01	49d3
tank.n.02	49d4
forgiveness.n.02	49d5
reverse_split.n.01	49d6
come_around.v.02	49d7
nyssa.n.01	49d8
lilt.v.01	49d9
expulsion.n.03	49da
salient.n.01	49db
lentinus.n.01	49dc
sarcodinian.n.01	49dd
microdipodops.n.01	49de
enrich.v.01	49df
choke.v.13	49e0
conospermum.n.01	49e1
bounce.v.07	49e2
potholer.n.01	49e3
literate.n.01	49e4
reader.n.03	49e5
home_guard.n.01	49e6
incineration.n.01	49e7
ivory_gull.n.01	49e8
mitzvah.n.02	49e9
nabumetone.n.01	49ea
effectiveness.n.01	49eb
efficacy.n.01	49ec
indent.v.03	49ed
tea.n.02	49ee
reservist.n.01	49ef
weekend_warrior.n.02	49f0
pericarp.n.01	49f1
milt.n.02	49f2
commander.n.03	49f3
motionlessness.n.01	49f4
recast.v.03	49f5
refrigerator.n.01	49f6
cooler.n.01	49f7
collotype.n.01	49f8
hectograph.n.01	49f9
surrenderer.n.01	49fa
letup.n.01	49fb
coca.n.03	49fc
tactics.n.01	49fd
silver_willow.n.01	49fe
asia.n.02	49ff
square_dance.v.01	4a00
connective_tissue.n.01	4a01
sunhat.n.01	4a02
pith_hat.n.01	4a03
noticer.n.01	4a04
peanut.n.04	4a05
habituate.v.02	4a06
swiss_mountain_pine.n.01	4a07
scomberomorus.n.01	4a08
ambusher.n.01	4a09
bobtail.n.01	4a0a
bandage.n.01	4a0b
swathe.n.01	4a0c
fenugreek.n.01	4a0d
pas_de_trois.n.01	4a0e
rank_and_file.n.01	4a0f
publisher.n.01	4a10
newspaper.n.02	4a11
tree_heath.n.02	4a12
hedge.v.03	4a13
butterfly_orchid.n.03	4a14
condense.v.01	4a15
lychnis.n.01	4a16
squandering.n.01	4a17
snapper.n.05	4a18
grey_snapper.n.01	4a19
tallyman.n.01	4a1a
hemerocallis.n.01	4a1b
vertex.n.02	4a1c
crown.n.05	4a1d
white_oak.n.01	4a1e
genus_bocconia.n.01	4a1f
utricularia.n.01	4a20
reallot.v.01	4a21
typology.n.01	4a22
save.v.02	4a23
blast.n.04	4a24
clear.v.05	4a25
deforest.v.01	4a26
dirty_trick.n.01	4a27
feijoa.n.01	4a28
bluepoint.n.02	4a29
umbrella_fern.n.01	4a2a
fistulariidae.n.01	4a2b
throb.v.01	4a2c
fetus.n.01	4a2d
epilogue.n.01	4a2e
watchman.n.01	4a2f
lookout.n.01	4a30
flower.n.03	4a31
golden_age.n.01	4a32
pitch.n.05	4a33
class_action.n.01	4a34
leptoglossus.n.01	4a35
cloudiness.n.01	4a36
semblance.n.01	4a37
gallamine.n.01	4a38
infrastructure.n.02	4a39
strip.v.08	4a3a
newcomer.n.01	4a3b
demander.n.01	4a3c
locoweed.n.01	4a3d
jelly.n.03	4a3e
petrolatum.n.01	4a3f
grackle.n.02	4a40
broad_bean.n.01	4a41
food_manufacturer.n.01	4a42
germ_warfare.n.01	4a43
suppression.n.03	4a44
crackdown.n.01	4a45
sweep.v.02	4a46
leuciscus.n.01	4a47
break.n.13	4a48
corrosion.n.02	4a49
source_of_illumination.n.01	4a4a
roundhead.n.01	4a4b
field_pea.n.03	4a4c
dactyloctenium.n.01	4a4d
profanation.n.01	4a4e
southeastern_pocket_gopher.n.01	4a4f
gain.v.09	4a50
runway.n.04	4a51
neon.n.01	4a52
yawner.n.01	4a53
photo_credit.n.01	4a54
authoritarian.n.01	4a55
tear.n.04	4a56
invest.v.03	4a57
valve.n.02	4a58
platycerium.n.01	4a59
genus_salvia.n.01	4a5a
lustrum.n.02	4a5b
sallow.n.01	4a5c
disaccharidase.n.01	4a5d
murmur.v.02	4a5e
angle.v.01	4a5f
pleuronectidae.n.01	4a60
transparent_substance.n.01	4a61
mica.n.01	4a62
bitters.n.01	4a63
hellfire.n.01	4a64
clue.v.01	4a65
criticism.n.01	4a66
attack.n.09	4a67
transpiration.n.01	4a68
foul.v.06	4a69
garlic.n.02	4a6a
inhalation_anesthetic.n.01	4a6b
nitrous_oxide.n.01	4a6c
chance.v.01	4a6d
perseverate.v.01	4a6e
anastomose.v.02	4a6f
dryas.n.01	4a70
amelogenesis.n.01	4a71
rutabaga.n.02	4a72
cashier's_check.n.01	4a73
force.n.02	4a74
drift.n.01	4a75
get.v.11	4a76
recapture.v.04	4a77
track_and_field.n.01	4a78
essential_oil.n.01	4a79
turpentine.n.02	4a7a
oleaceae.n.01	4a7b
olearia.n.01	4a7c
personal_digital_assistant.n.01	4a7d
africanized_bee.n.01	4a7e
butterhead_lettuce.n.01	4a7f
protease.n.01	4a80
angiotensin_converting_enzyme.n.01	4a81
genus_ravenala.n.01	4a82
self-destruct.v.01	4a83
aneides.n.01	4a84
chelicerata.n.01	4a85
buccal_cavity.n.01	4a86
attend.v.01	4a87
blender.n.01	4a88
figure.n.07	4a89
packera.n.01	4a8a
stratification.n.01	4a8b
tag.n.04	4a8c
hemp_nettle.n.01	4a8d
golden_club.n.01	4a8e
mortician.n.01	4a8f
rotor_blade.n.01	4a90
disjunction.n.01	4a91
umpirage.n.02	4a92
excite.v.01	4a93
steroid_hormone.n.01	4a94
progestin.n.01	4a95
pack_of_cards.n.01	4a96
yew.n.02	4a97
cardiology.n.01	4a98
gymnadenia.n.01	4a99
stab.n.02	4a9a
lunge.n.02	4a9b
landing_approach.n.01	4a9c
cancer.n.05	4a9d
oxyacid.n.01	4a9e
scribble.v.01	4a9f
emetic.n.01	4aa0
harmonization.n.02	4aa1
underlay.v.01	4aa2
bathymeter.n.01	4aa3
gastric_artery.n.01	4aa4
physical_therapist.n.01	4aa5
kit.n.01	4aa6
costusroot.n.01	4aa7
geophilomorpha.n.01	4aa8
copperhead.n.01	4aa9
place_setting.n.01	4aaa
mestizo.n.01	4aab
declamation.n.01	4aac
harangue.n.01	4aad
rugby.n.01	4aae
clinopodium.n.01	4aaf
easing.n.01	4ab0
hand.v.02	4ab1
valence.n.01	4ab2
blood_cell.n.01	4ab3
red_blood_cell.n.01	4ab4
screen_actor.n.01	4ab5
dibranchiata.n.01	4ab6
genus_amorphophallus.n.01	4ab7
genus_macrozamia.n.01	4ab8
carriage.n.03	4ab9
awkwardness.n.03	4aba
swimming_kick.n.01	4abb
thrash.n.01	4abc
pay.v.09	4abd
aggravator.n.01	4abe
provocation.n.03	4abf
rupture.n.02	4ac0
schism.n.02	4ac1
cable_railway.n.01	4ac2
mortal_sin.n.01	4ac3
wrath.n.02	4ac4
tarwood.n.02	4ac5
turki.n.01	4ac6
uighur.n.01	4ac7
federal_district.n.01	4ac8
contempt.n.02	4ac9
menyanthes.n.01	4aca
mop_handle.n.01	4acb
engorgement.n.02	4acc
color-blind_person.n.01	4acd
bachelor.n.01	4ace
haste.n.01	4acf
abruptness.n.03	4ad0
phosphorus.n.01	4ad1
impermanence.n.01	4ad2
aspidelaps.n.01	4ad3
mullet.n.03	4ad4
humanism.n.02	4ad5
generally_accepted_accounting_principles.n.01	4ad6
fall.v.30	4ad7
naproxen_sodium.n.01	4ad8
exchange.n.06	4ad9
cookstove.n.01	4ada
extinction.n.03	4adb
vireo.n.01	4adc
military_junta.n.01	4add
brass_hat.n.01	4ade
sixties.n.02	4adf
lion.n.02	4ae0
stabilizer.n.02	4ae1
horizontal_tail.n.01	4ae2
military_law.n.01	4ae3
albinism.n.01	4ae4
lifting_device.n.01	4ae5
elevator.n.01	4ae6
cry.v.04	4ae7
cinema.n.02	4ae8
fleapit.n.01	4ae9
flood.n.02	4aea
stand.v.07	4aeb
physique.n.01	4aec
body_type.n.01	4aed
bluff.v.02	4aee
badgering.n.01	4aef
vulpes.n.01	4af0
nortriptyline.n.01	4af1
plating.n.01	4af2
ague_root.n.01	4af3
hexanchidae.n.01	4af4
pavo.n.02	4af5
aristotelian.n.01	4af6
limenitis.n.01	4af7
krebs_cycle.n.01	4af8
guesstimate.v.01	4af9
jackfruit.n.02	4afa
waste.v.10	4afb
indian_madder.n.01	4afc
truncheon.n.01	4afd
reliever.n.03	4afe
friesian.n.01	4aff
prosody.n.01	4b00
report.v.06	4b01
reform.n.01	4b02
land_reform.n.01	4b03
economic_condition.n.01	4b04
impala_lily.n.01	4b05
capromyidae.n.01	4b06
chorea.n.02	4b07
devaluation.n.02	4b08
lobster.n.01	4b09
american_lobster.n.01	4b0a
mezzanine.n.02	4b0b
white_goods.n.01	4b0c
change.v.06	4b0d
break.v.38	4b0e
juju.n.02	4b0f
plunge.v.06	4b10
black_locust.n.02	4b11
gorget.n.01	4b12
sock.v.01	4b13
dancer.n.02	4b14
paraphrase.v.01	4b15
french_fries.n.01	4b16
blueprint.n.01	4b17
discharge.v.04	4b18
icteridae.n.01	4b19
prompt_box.n.01	4b1a
pipe_in.v.02	4b1b
jack-in-the-pulpit.n.01	4b1c
hallucinogen.n.01	4b1d
lemaireocereus.n.01	4b1e
hoop.n.01	4b1f
humor.n.05	4b20
fergusonite.n.01	4b21
phenylbutazone.n.01	4b22
claim.v.05	4b23
beaumontia.n.01	4b24
dance_step.n.01	4b25
eugenia.n.01	4b26
cathartes.n.01	4b27
western_buttercup.n.01	4b28
salt.v.04	4b29
product_introduction.n.01	4b2a
spike_rush.n.01	4b2b
tangle.n.01	4b2c
profit.n.02	4b2d
aleph.n.01	4b2e
glee_club.n.01	4b2f
commute.v.04	4b30
empathy.n.01	4b31
disorientation.n.02	4b32
ovule.n.01	4b33
scud.n.01	4b34
rock_plant.n.01	4b35
observation.n.01	4b36
scan.v.03	4b37
